REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;POP_STATUS;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;LONGITUDE_X;LATITUDE_Y;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;INST_NAME;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF;;;
REF0592;HirschA_675;OCCUR;Alouatta guariba;NA;NA;Ilha de Santa Catarina;NA;FLORIANOPOLIS;SANTA CATARINA;Brazil;-48.5;-27.58333333;Not precise;NA;24;1499;113;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;Museum;MHNCI;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_676;OCCUR;Alouatta guariba;NA;NA;Ilha Presidente Tibirica;NA;TRES LAGOAS;MATO GROSSO DO SUL;Brazil;-51.66666667;-20.95;Not precise;NA;26.6;1165;281;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_677;OCCUR;Alouatta guariba;NA;NA;Ilhabela (Ilha de Sao Sebastiao);NA;ILHABELA;SAO PAULO;Brazil;-45.3;-23.8;Not precise;Yes;18.8;2311;857;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_678;OCCUR;Alouatta guariba;NA;NA;Ipanema;NA;IPERO;SAO PAULO;Brazil;-47.6;-23.43333333;Not precise;Yes;22.5;1183;704;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_679;OCCUR;Alouatta guariba;NA;NA;Itapua;NA;LAGOA DOS PATOS;RIO GRANDE DO SUL;Brazil;-50.91666667;-30.38333333;Not precise;Yes;NA;NA;NA;NA;inside the 20 km polygon;NA;NA;NA;NA;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_68;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Faz. Jovem Arminda, Cor. dos Monos;NA;COLATINA;ESPIRITO SANTO;Brazil;-40.58333333;-19.56666667;Not precise;NA;26.4;1179;290;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Interview;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_680;OCCUR;Alouatta guariba;NA;NA;Jardim da Aclimacao;NA;SAO PAULO;SAO PAULO;Brazil;-46.71666667;-23.55;Not precise;Yes;21.7;1405;631;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;1955;NA;NA;NA;NA;NA;;;
REF0592;HirschA_681;OCCUR;Alouatta guariba;NA;NA;La. Sao Joao, Sitio Reinoldo Hirsch e Ciro Hirsch;NA;SINIMBU;RIO GRANDE DO SUL;Brazil;-52.53777778;-29.54611111;Not precise;NA;25.1;1326;217;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Decidual;Florestas de Araucaria;Visualization;NA;December;1999;NA;NA;NA;NA;NA;;;
REF0592;HirschA_682;OCCUR;Alouatta guariba;NA;NA;Mambucaba;NA;ANGRA DOS REIS;RIO DE JANEIRO;Brazil;-44.26666667;-22.95;Not precise;Yes;26;1671;377;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_683;OCCUR;Alouatta guariba;NA;NA;Mato Dentro, a 30 km de Taubate;NA;CUNHA;SAO PAULO;Brazil;-44.91666667;-22.9;Not precise;NA;19.9;1474;1015;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_684;OCCUR;Alouatta guariba;NA;NA;Pedra Branca;NA;PARATY;RIO DE JANEIRO;Brazil;-44.71666667;-23.21666667;Not precise;Yes;26.5;2284;NA;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;1945;NA;NA;NA;NA;NA;;;
REF0592;HirschA_685;OCCUR;Alouatta guariba;NA;NA;Porto Cachoeiro, R. Santa Maria;NA;SANTA LEOPOLDINA;ESPIRITO SANTO;Brazil;-40.65;-20.13333333;Not precise;NA;23.4;1285;767;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Aberta;Bahia;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_686;OCCUR;Alouatta guariba;NA;NA;Porto Novo, R. Paraiba do Sul;NA;ALEM PARAIBA;MINAS GERAIS;Brazil;-42.7;-21.88333333;Not precise;NA;26.2;1308;93;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;1940;NA;NA;NA;NA;NA;;;
REF0592;HirschA_687;OCCUR;Alouatta guariba;NA;NA;Rib. Luz da Vitoria;NA;JARAGUA DO SUL;SANTA CATARINA;Brazil;-49.06666667;-26.48333333;Not precise;NA;25.1;1590;205;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;1964;NA;NA;NA;NA;NA;;;
REF0592;HirschA_688;OCCUR;Alouatta guariba;NA;NA;Santa Barbara, Sertao de Irati;NA;CRUZ MACHADO;PARANA;Brazil;-51.33333333;-26.1;Not precise;NA;21.2;1695;696;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MHNCI;NA;1944;NA;NA;NA;NA;NA;;;
REF0592;HirschA_689;OCCUR;Alouatta guariba;NA;NA;Sao Joaquim;NA;SAO JOAQUIM;SANTA CATARINA;Brazil;-49.93333333;-28.28333333;Not precise;Yes;18.1;1691;1292;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Estepe;Florestas de Araucaria;Museum;MZUSP;NA;1967;NA;NA;NA;NA;NA;;;
REF0553;HirschA_69;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Faz. Muriquioca;NA;GUARAPARI;ESPIRITO SANTO;Brazil;-40.5;-20.66666667;Not precise;NA;NA;NA;3;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;Interview;NA;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_690;OCCUR;Alouatta guariba;NA;NA;Serra da Cantareira;NA;MAIRIPORA;SAO PAULO;Brazil;-46.6;-23.36666667;Not precise;Yes;20.8;1429;914;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_691;OCCUR;Alouatta guariba;NA;NA;Serra da Pedra;NA;JACINTO MACHADO;SANTA CATARINA;Brazil;-49.76666667;-29;Not precise;NA;23.6;1369;110;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_692;OCCUR;Alouatta guariba;NA;NA;Serra de Paranapiacaba;NA;APIAI;SAO PAULO;Brazil;-48.85;-24.53333333;Not precise;NA;21.6;1390;834;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MZUSP;NA;1907;NA;NA;NA;NA;NA;;;
REF0592;HirschA_693;OCCUR;Alouatta guariba;NA;NA;Serra de Paranapiacaba;NA;CAPAO BONITO;SAO PAULO;Brazil;-48.16666667;-24.21666667;Not precise;NA;21.2;1421;919;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_694;OCCUR;Alouatta guariba;NA;NA;Serra dos Orgaos (Faz. Boa Fe);NA;TERESOPOLIS;RIO DE JANEIRO;Brazil;-42.95;-22.41666667;Not precise;Yes;21.8;1693;911;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_695;OCCUR;Alouatta guariba;NA;NA;Terra Nova;NA;CASTRO;PARANA;Brazil;-50;-24.78333333;Not precise;NA;21.1;1537;1032;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_696;OCCUR;Alouatta guariba;NA;NA;NA;NA;CACHOEIRA DO SUL;RIO GRANDE DO SUL;Brazil;-52.9;-30.05;Not precise;NA;24.9;1410;53;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Areas de Tensao Ecologica;Florestas de Interior;Museum;MPEG;NA;1984;NA;NA;NA;NA;NA;;;
REF0592;HirschA_697;OCCUR;Alouatta guariba;NA;NA;NA;NA;ARAUCARIA;PARANA;Brazil;-49.41;-25.58;Not precise;NA;20.7;1332;914;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MHNCI;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_698;OCCUR;Alouatta guariba;NA;NA;NA;NA;CORUPA;SANTA CATARINA;Brazil;-49.28333333;-26.43333333;Not precise;NA;24.9;1535;484;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_699;OCCUR;Alouatta guariba;NA;NA;NA;NA;IBIRAMA;SANTA CATARINA;Brazil;-49.53333333;-27.08333333;Not precise;NA;24.7;1543;276;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;1948;NA;NA;NA;NA;NA;;;
REF0553;HirschA_7;OCCUR;Brachyteles arachnoides;NA;NA;conplexo de matas da parte SE da Serra dos Orgaos (varios municipios);NA;CACHOEIRAS DE MACACU;RIO DE JANEIRO;Brazil;-42.58333333;-22.43333333;Not precise;NA;20.8;1481;1411;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;NA;NA;NA;1971;NA;NA;NA;NA;NA;;;
REF0553;HirschA_70;OCCUR;Brachyteles hypoxanthus;NA;NA;Faz. Neblina;NA;ARAPONGA;MINAS GERAIS;Brazil;-42.48333333;-20.71666667;Not precise;NA;18.8;1515;1524;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_700;OCCUR;Alouatta guariba;NA;NA;NA;NA;ICARAIMA;PARANA;Brazil;-53.68333333;-23.38333333;Not precise;NA;24.9;1399;306;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;1969;NA;NA;NA;NA;NA;;;
REF0592;HirschA_701;OCCUR;Alouatta guariba;NA;NA;NA;NA;ITABERA;SAO PAULO;Brazil;-49.2;-24.07;Not precise;NA;23.1;1264;728;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_702;OCCUR;Alouatta guariba;NA;NA;NA;NA;JOINVILLE;SANTA CATARINA;Brazil;-48.83333333;-26.28333333;Not precise;NA;25;1724;86;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_703;OCCUR;Alouatta guariba;NA;NA;NA;NA;PANAMBI;RIO GRANDE DO SUL;Brazil;-53.5;-28.28333333;Not precise;NA;24.5;1747;418;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Decidual;Florestas de Interior;Museum;MZUSP;NA;1914;NA;NA;NA;NA;NA;;;
REF0592;HirschA_704;OCCUR;Alouatta guariba;NA;NA;NA;NA;PIQUETE;SAO PAULO;Brazil;-45.18333333;-22.6;Not precise;NA;22.3;1606;698;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Savana;Serra do Mar;Museum;BMNH;NA;1901;NA;NA;NA;NA;NA;;;
REF0592;HirschA_705;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO FRANCISCO DE PAULA;RIO GRANDE DO SUL;Brazil;-50.6;-29.43333333;Not precise;NA;19.9;2097;632;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Floresta Ombrofila Mista;Florestas de Araucaria;Museum;MZUSP;NA;1968;NA;NA;NA;NA;NA;;;
REF0592;HirschA_706;OCCUR;Alouatta guariba;NA;NA;NA;NA;CHIADOR;MINAS GERAIS;Brazil;-43.1;-22.03;Not precise;NA;24.2;1538;590;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_707;OCCUR;Alouatta guariba;NA;NA;Alegria;NA;SIMONESIA;MINAS GERAIS;Brazil;-41.91666667;-19.91666667;Not precise;NA;24.2;1177;608;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_708;OCCUR;Alouatta guariba;NA;Probably extinct;Brejetuba;NA;BREJETUBA;ESPIRITO SANTO;Brazil;-41.27583333;-20.14583333;Not precise;NA;22.2;1313;914;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_709;OCCUR;Alouatta guariba;NA;NA;Feliciano Miguel Abdala;NA;CARATINGA;MINAS GERAIS;Brazil;-41.81527778;-19.73055556;Not precise;Yes;25.2;1186;600;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_71;OCCUR;Brachyteles hypoxanthus;NA;Extinct;Faz. Pindorama, na margem do R. Doce;NA;LINHARES;ESPIRITO SANTO;Brazil;-40.06666667;-19.41666667;Not precise;NA;26.9;1199;17;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_710;OCCUR;Alouatta guariba;NA;NA;R. Doce;NA;COLATINA;ESPIRITO SANTO;Brazil;-40.61666667;-19.53333333;Not precise;NA;27;1154;139;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Visualization;NA;NA;1991;NA;NA;NA;NA;NA;;;
REF0592;HirschA_711;OCCUR;Alouatta guariba;NA;NA;R. Jequitinhonha;NA;ALMENARA;MINAS GERAIS;Brazil;-40.55;-16.11666667;Not precise;NA;27;824;177;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_712;OCCUR;Alouatta guariba;NA;NA;Cor. da Floresta;NA;CENTRAL DE MINAS;MINAS GERAIS;Brazil;-41.25;-18.71666667;Not precise;NA;26.1;1138;296;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Aberta;Florestas de Interior;Museum;MNRJ;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_713;OCCUR;Alouatta guariba;NA;NA;Faz. Agua Fria;NA;FELISBURGO;MINAS GERAIS;Brazil;-40.7;-16.63333333;Not precise;NA;25.1;950;564;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Florestas de Interior;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0592;HirschA_714;OCCUR;Alouatta guariba;NA;NA;Faz. Boca da Mata, Barra da Figueira;NA;POCRANE;MINAS GERAIS;Brazil;-41.61666667;-19.61666667;Not precise;NA;25.5;1196;344;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_715;OCCUR;Alouatta guariba;NA;NA;Faz. Bolandeira, Comandatuba, 10 km ao S de Una pela Rod. BA-001 (Ilheus - Canavieiras);NA;UNA;BAHIA;Brazil;-39;-15.35;Not precise;NA;25.8;1713;1;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_716;OCCUR;Alouatta guariba;NA;NA;Faz. da Besta;NA;CONCEICAO DA BARRA;ESPIRITO SANTO;Brazil;-39.75;-18.58333333;Not precise;NA;26.3;1329;1;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Areas das Formacoes Pioneiras;Bahia;Museum;MNRJ;NA;1948;NA;NA;NA;NA;NA;;;
REF0592;HirschA_717;OCCUR;Alouatta guariba;NA;NA;Faz. Sao Jose;NA;SAO DOMINGOS DO NORTE;ESPIRITO SANTO;Brazil;-40.63333333;-19.13333333;Not precise;NA;26.1;1163;258;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Museum;MNRJ;NA;1947;NA;NA;NA;NA;NA;;;
REF0592;HirschA_718;OCCUR;Alouatta guariba;NA;NA;Monte Pascoal;NA;PORTO SEGURO;BAHIA;Brazil;-39.28333333;-16.75;Not precise;Yes;26;1341;53;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;NA;NA;NA;1883;NA;NA;NA;NA;NA;;;
REF0592;HirschA_719;OCCUR;Alouatta guariba;NA;NA;R. Itanhem, Alto;NA;MACHACALIS;MINAS GERAIS;Brazil;-40.75;-17.08333333;Not precise;NA;25.7;1017;305;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1954;NA;NA;NA;NA;NA;;;
REF0553;HirschA_72;OCCUR;Brachyteles hypoxanthus;NA;Probably extinct;Faz. Rochedo;NA;RIO CASCA;MINAS GERAIS;Brazil;-42.65;-20.21666667;Not precise;NA;25.2;1134;405;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_720;OCCUR;Alouatta guariba;NA;NA;R. Paraguacu;NA;CACHOEIRA;BAHIA;Brazil;-39;-12.58333333;Not precise;NA;25.5;1210;123;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_721;OCCUR;Alouatta guariba;NA;NA;Cor. do Susto;NA;TARUMIRIM;MINAS GERAIS;Brazil;-41.98333333;-19.26666667;Not precise;NA;26.2;1165;439;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MNRJ;NA;1971;NA;NA;NA;NA;NA;;;
REF0592;HirschA_722;OCCUR;Alouatta guariba;NA;NA;Faz. Floresta, R. Matipo, foz;NA;DIONISIO;MINAS GERAIS;Brazil;-42.55;-19.88333333;Not precise;NA;25.8;1126;304;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1919;NA;NA;NA;NA;NA;;;
REF0592;HirschA_723;OCCUR;Alouatta guariba;NA;NA;Faz. Serra Branca;NA;SALTO DA DIVISA;MINAS GERAIS;Brazil;-40.08333333;-15.95;Not precise;NA;26.5;790;353;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0592;HirschA_724;OCCUR;Alouatta guariba;NA;NA;Pau Gigante;NA;IBIRACU;ESPIRITO SANTO;Brazil;-40.36666667;-19.83333333;Not precise;NA;27.1;1139;136;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Museum;MZUSP;NA;1906;NA;NA;NA;NA;NA;;;
REF0592;HirschA_725;OCCUR;Alouatta guariba;NA;NA;R. Jequitinhonha - Terminal Ferroviario;NA;ALMENARA;MINAS GERAIS;Brazil;-40.53333333;-16.08333333;Not precise;NA;25.7;863;189;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_726;OCCUR;Alouatta guariba;NA;NA;R. Mutum;NA;BAIXO GUANDU;ESPIRITO SANTO;Brazil;-40.88333333;-19.5;Not precise;NA;27.4;1151;269;NA;inside the 20 km polygon;Bahia coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Bahia;Museum;AMNH;NA;1932;NA;NA;NA;NA;NA;;;
REF0592;HirschA_727;OCCUR;Alouatta guariba;NA;NA;NA;NA;SAO MATEUS;ESPIRITO SANTO;Brazil;-39.83333333;-18.71666667;Not precise;NA;26.3;1252;4;NA;inside the 20 km polygon;Southern Atlantic mangroves;NA;Areas das Formacoes Pioneiras;Bahia;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_728;OCCUR;Alouatta guariba;NA;NA;NA;NA;TEOFILO OTONI;MINAS GERAIS;Brazil;-41.5;-17.85;Not precise;NA;25.8;1079;411;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1908;NA;NA;NA;NA;NA;;;
REF0592;HirschA_729;OCCUR;Alouatta guariba;NA;NA;Sierra de Capanema, Tobuna;NA;NA;MISIONES;Argentina;-54.3;-27;Not precise;NA;24.1;1737;436;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0553;HirschA_73;OCCUR;Brachyteles hypoxanthus;NA;NA;Feliciano Miguel Abdala - Estacao Biologica de Caratainga;NA;CARATINGA;MINAS GERAIS;Brazil;-41.8125;-19.72777778;Not precise;Yes;25.2;1186;600;NA;inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Visualization;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_730;OCCUR;Alouatta guariba;NA;NA;R. Parana, Porto Camargo;NA;ICARAIMA;PARANA;Brazil;-53.73333333;-23.35;Not precise;NA;25.5;1397;222;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1954;NA;NA;NA;NA;NA;;;
REF0592;HirschA_731;OCCUR;Alouatta guariba;NA;NA;Faz. Santa Rita;NA;PONTA GROSSA;PARANA;Brazil;-50;-25.25;Not precise;NA;21.8;1487;914;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;Savana;Florestas de Araucaria;Museum;MHNCI;NA;1943;NA;NA;NA;NA;NA;;;
REF0592;HirschA_732;OCCUR;Alouatta guariba;NA;NA;Faz. Santa Catarina;NA;QUERENCIA DO NORTE;PARANA;Brazil;-53.63333333;-23.08333333;Not precise;NA;25.9;1367;228;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;NA;NA;Museum;MZUSP;NA;NA;NA;NA;NA;NA;NA;;;
REF0592;HirschA_733;OCCUR;Alouatta guariba;NA;NA;Faz. Estancia Nova;NA;CORONEL DOMINGOS SOARES;PARANA;Brazil;-52;-26.3;Not precise;NA;19.8;1946;1034;NA;inside the 20 km polygon;Araucaria moist forests;Atlantic Forests;Savana;Florestas de Araucaria;Museum;MHNCI;NA;1943;NA;NA;NA;NA;NA;;;
REF0592;HirschA_734;OCCUR;Alouatta guariba;NA;NA;Sertao do Rio Parana;NA;ICARAIMA;PARANA;Brazil;-53.55;-23.5;Not precise;NA;24.6;1400;306;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MHNCI;NA;1945;NA;NA;NA;NA;NA;;;
REF0592;HirschA_735;OCCUR;Alouatta guariba;NA;NA;R. Parana, Ilha Sete Quedas, Salto das Sete Quedas;NA;GUAIRA;PARANA;Brazil;-54.16666667;-24.05;Not precise;NA;25.8;1551;218;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;NA;NA;Museum;MZUSP;NA;1969;NA;NA;NA;NA;NA;;;
REF0592;HirschA_736;OCCUR;Alouatta guariba;NA;NA;Faz. Anta Podre;NA;ARACUAI;MINAS GERAIS;Brazil;-41.98333333;-16.66666667;Not precise;NA;25.3;813;512;NA;inside the 20 km polygon;Cerrado;Cerrado Woodlands and Savannas;NA;NA;NA;NA;NA;1988;NA;NA;NA;NA;NA;;;
REF0593;HirschA_737;OCCUR;Alouatta guariba;NA;NA;Boraceia (Alto R. Tiete);NA;BORACEIA;SAO PAULO;Brazil;-48.75;-22.16666667;Not precise;Yes;24.4;1198;444;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_738;OCCUR;Alouatta guariba;NA;NA;Faz. Hara, Estr. da Boa Esperanca - Tingua;NA;NOVA IGUACU;RIO DE JANEIRO;Brazil;-43.46666667;-22.63333333;Not precise;NA;24.2;1808;357;NA;inside the 20 km polygon;Serra do Mar coastal forests;Atlantic Forests;Floresta Ombrofila Densa;Serra do Mar;Museum;MNRJ;NA;NA;NA;NA;NA;NA;NA;;;
REF0593;HirschA_739;OCCUR;Alouatta guariba;NA;NA;Faz. Varjao, R. Tiete;NA;LINS;SAO PAULO;Brazil;-49.75;-21.66666667;Not precise;NA;24.5;1252;459;NA;inside the 20 km polygon;Alto Parana Atlantic forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Museum;MZUSP;NA;1941;NA;NA;NA;NA;NA;;;
